scenario	screenshot	category	status	glyph_median_px	block_height_px	left_px	bottom_px	right_px	top_px	contrast_ratio	background	overflow	text_overlaps	ui_occlusions	line_count	player_screen_rect	walking_path_screen_rect	player_occlusion_ratio	walking_path_occlusion_ratio	failures	hierarchy	text
ko day1 swimming	playmode-ko-day1-swimming-1280x800.png	world-info	PASS	21.7	22.4	858.3	612.3	863.8	634.8	1.4	screenshot-border-median	0			1	x=785.8,y=238.2,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/귀환 지점/라벨	CAMP
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	exploration-world	PASS	23.3	23.6	657.8	316.1	747.1	339.7	17.4	world-badge:자원 안내	0			1	x=-280.9,y=238.2,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/Gather · Food/자원 안내/안내 문구	식량 ×1
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	exploration-world	PASS	18.5	23.1	210.7	316.1	326.3	339.3	17.4	world-badge:자원 안내	0			1	x=-280.9,y=238.2,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/Gather · Salvage/자원 안내/안내 문구	표류물 ×1
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	exploration-world	PASS	22.7	23.6	732.1	433.5	823.3	457.0	17.4	world-badge:자원 안내	0			1	x=-280.9,y=238.2,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/Gather · Wood/자원 안내/안내 문구	나무 ×2
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	ui-info	PASS	18.2	23.2	986.5	303.0	1092.7	326.1	6.6	ui-image:가방 0	0			1	x=-280.9,y=238.2,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/가방 · icon.resource-tool-set/가방 0/라벨	1. 나무 ×1
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	ui-info	PASS	18.1	52.4	1130.2	289.2	1226.5	341.6	2.4	ui-image:가방 1	1			2	x=-280.9,y=238.2,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	overflow	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/가방 · icon.resource-tool-set/가방 1/라벨	2. 표류물 ×2
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	ui-info	PASS	18.1	22.4	997.4	229.5	1084.0	251.9	3.8	ui-image:가방 2	0			1	x=-280.9,y=238.2,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0185	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/가방 · icon.resource-tool-set/가방 2/라벨	3. 돌 ×2
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	ui-info	PASS	17.8	52.4	1129.1	215.4	1226.5	267.8	2.4	ui-image:가방 3	1			2	x=-280.9,y=238.2,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0461	overflow	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/가방 · icon.resource-tool-set/가방 3/라벨	4. 표류물 ×1
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	ui-info	PASS	22.5	22.5	1005.0	156.0	1074.7	178.6	17.7	ui-image:가방 4	0			1	x=-280.9,y=238.2,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/가방 · icon.resource-tool-set/가방 4/라벨	5. 잠김
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	ui-info	PASS	22.5	22.5	1142.2	156.0	1212.4	178.6	17.7	ui-image:가방 5	0			1	x=-280.9,y=238.2,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/가방 · icon.resource-tool-set/가방 5/라벨	6. 잠김
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	ui-info	PASS	22.8	54.9	1020.1	482.4	1197.4	537.4	14.0	ui-image:가방 · icon.resource-tool-set	0			2	x=-280.9,y=238.2,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/가방 · icon.resource-tool-set/가방 제목	수색 가방 4/6/한 묶음 최대 2개
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	ui-info	PASS	17.3	53.8	130.5	726.5	416.4	780.4	18.1	ui-image:상태 HUD	0			2	x=-280.9,y=238.2,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/날짜·상태	DAY 1/50 · 섬 수색/허기 70 | 체력 73 | 일광 100
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	ui-info	PASS	21.1	51.1	799.9	669.6	1150.1	720.6	14.5	ui-image:상태 HUD	0			2	x=-280.9,y=238.2,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/보유 자원	나무 2   돌 1   식량 0   표류물 0/신호대 0/2   도끼 없음   밧줄 없음
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	ui-info	PASS	17.7	25.3	953.1	49.7	1127.1	75.0	8.2	ui-image:언어 설정	0			1	x=-280.9,y=238.2,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/언어 설정/라벨	한국어 → English
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	ui-info	PASS	21.1	53.4	171.6	36.5	812.0	90.0	18.1	ui-image:조작 안내	0			2	x=-280.9,y=238.2,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/조작	게임패드 · 스틱 이동 · 해안 자동 수영 · A 점프 · X 수색 · B 귀환/교체 창 방향키+A (4칸) · B 포기 · Y 언어
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	world-info	PASS	20.8	50.0	523.5	491.4	671.5	541.5	18.4	world-badge:숲길 장벽 안내	0			2	x=-280.9,y=238.2,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/숲길 장벽 안내/안내 문구	돌도끼 필요/덩굴·나무 장벽
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	placement-world	PASS	17.8	41.5	368.8	180.8	427.7	222.4	11.1	world-badge:world.entrance 안내	0			2	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0221	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.entrance 안내/안내 문구	출입구/보호
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	placement-world	PASS	18.1	18.5	518.8	166.0	605.5	184.5	8.8	world-badge:world.required_path 안내	0			1	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0011	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.required_path 안내/안내 문구	필수 통로
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	placement-world	PASS	17.9	19.1	897.4	241.1	1108.2	260.2	10.9	world-badge:구조 신호대 전용 앵커 안내	0			1	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0385	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/구조 신호대 전용 앵커 안내/안내 문구	전용 앵커 · 신호대 0/2
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	placement-world	PASS	18.1	44.0	241.0	413.7	328.7	457.7	10.7	world-badge:배치 판정	0			2	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/배치 유령 · object.camp-structures/배치 판정/안내 문구	모닥불/설치 불가
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	placement-world	PASS	18.5	18.7	303.1	297.5	434.8	316.2	12.6	world-badge:증축 계획 지점 안내	0			1	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/현장형 창고·증축 계획 지점 placeholder/증축 계획 지점 안내/안내 문구	설비·증축 계획
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	placement-world	PASS	18.1	44.0	827.8	359.5	969.4	403.4	11.9	world-badge:호환 건설 구역 안내	0			2	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/호환 건설 구역 안내/안내 문구	일반 설비 구역/0.5m 바닥 스냅
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	ui-info	PASS	17.3	53.8	130.5	726.5	339.8	780.4	18.1	ui-image:상태 HUD	0			2	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/날짜·상태	DAY 1/50 · 캠프 준비/허기 70 | 체력 100
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	ui-info	PASS	21.0	51.1	784.0	669.6	1150.1	720.6	14.5	ui-image:상태 HUD	0			2	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/보유 자원	나무 12   돌 11   식량 0   표류물 10/신호대 0/2   도끼 없음   밧줄 없음
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	ui-info	PASS	17.7	25.3	938.7	49.7	1112.8	75.0	8.2	ui-image:언어 설정	0			1	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/언어 설정/라벨	한국어 → English
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	ui-info	PASS	21.2	81.6	298.7	23.3	655.6	104.9	18.1	ui-image:조작 안내	0			3	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/조작	게임패드 · 왼쪽 스틱으로 위치 이동/A 확정 · B 취소/Y 언어
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	PASS	17.8	41.5	368.8	180.8	427.7	222.4	11.1	world-badge:world.entrance 안내	0			2	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0221	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.entrance 안내/안내 문구	출입구/보호
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	PASS	18.1	18.5	518.8	166.0	605.5	184.5	8.8	world-badge:world.required_path 안내	0			1	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0011	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.required_path 안내/안내 문구	필수 통로
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	PASS	17.9	19.1	897.4	241.1	1108.2	260.2	10.9	world-badge:구조 신호대 전용 앵커 안내	0			1	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0385	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/구조 신호대 전용 앵커 안내/안내 문구	전용 앵커 · 신호대 0/2
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	PASS	18.1	44.0	489.8	413.7	577.0	457.7	8.8	world-badge:배치 판정	0			2	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/배치 유령 · object.camp-structures/배치 판정/안내 문구	모닥불/설치 가능
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	PASS	18.5	18.7	303.1	297.5	434.8	316.2	12.6	world-badge:증축 계획 지점 안내	0			1	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/현장형 창고·증축 계획 지점 placeholder/증축 계획 지점 안내/안내 문구	설비·증축 계획
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	PASS	18.1	44.0	827.8	359.5	969.4	403.4	11.9	world-badge:호환 건설 구역 안내	0			2	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/호환 건설 구역 안내/안내 문구	일반 설비 구역/0.5m 바닥 스냅
ko placement valid	playmode-ko-placement-valid-1280x800.png	ui-info	PASS	17.3	53.8	130.5	726.5	339.8	780.4	18.1	ui-image:상태 HUD	0			2	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/날짜·상태	DAY 1/50 · 캠프 준비/허기 70 | 체력 100
ko placement valid	playmode-ko-placement-valid-1280x800.png	ui-info	PASS	21.0	51.1	784.0	669.6	1150.1	720.6	14.5	ui-image:상태 HUD	0			2	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/보유 자원	나무 12   돌 11   식량 0   표류물 10/신호대 0/2   도끼 없음   밧줄 없음
ko placement valid	playmode-ko-placement-valid-1280x800.png	ui-info	PASS	17.7	25.3	938.7	49.7	1112.8	75.0	8.2	ui-image:언어 설정	0			1	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/언어 설정/라벨	한국어 → English
ko placement valid	playmode-ko-placement-valid-1280x800.png	ui-info	PASS	21.2	81.6	298.7	23.3	655.6	104.9	18.1	ui-image:조작 안내	0			3	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/조작	게임패드 · 왼쪽 스틱으로 위치 이동/A 확정 · B 취소/Y 언어
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	PASS	17.1	54.8	130.8	727.1	558.7	781.9	18.1	ui-image:상태 HUD	0			2	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/날짜·상태	⟦DÁY 1/50 · ⟦Cámp prépárátíóñáéíóú⟧/Húñgér 70 | Éñérgy 100áéíóúüñ¿¡áéíóúüñ⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	PASS	17.1	51.0	390.5	667.3	1149.9	718.4	14.5	ui-image:상태 HUD	0			2	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/보유 자원	⟦Wóód 12   Stóñé 11   Fóód 0   Sálvágé 10/Sígñál 0/2   Áxé ⟦Ñóñé⟧   Rópé ⟦Ñóñé⟧áéíóúüñ¿¡áéíóúüñ¿¡áéíóúüñ¿¡áéíóú⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	PASS	17.1	25.5	899.1	50.6	1152.4	76.2	8.2	ui-image:언어 설정	0			1	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/언어 설정/라벨	⟦Éñglísh → Kóréáñáéíóú⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	PASS	17.0	78.2	285.0	22.4	667.1	100.6	18.1	ui-image:조작 안내	0			3	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/조작	⟦⟦Gámépádá⟧ · Móvé wíth léft stíck/Á cóñfírm · B cáñcél/Y láñgúágéáéíóúüñ¿¡áéíóúüñ¿¡áéíóú⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	PASS	23.5	105.9	296.2	143.8	498.8	249.7	11.1	world-badge:world.entrance 안내	0			3	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0230	0.1289	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.entrance 안내/안내 문구	⟦Kéép Éñtráñcé/Cléáráéíóúü⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	PASS	23.4	70.3	485.1	136.7	639.2	207.0	8.8	world-badge:world.required_path 안내	0			2	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0352	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.required_path 안내/안내 문구	⟦Réqúíréd Pátháéí⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	PASS	18.2	60.1	837.2	220.0	1168.8	280.0	10.9	world-badge:구조 신호대 전용 앵커 안내	0			2	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.1423	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/구조 신호대 전용 앵커 안내/안내 문구	⟦Dédícátéd Áñchór · Sígñál 0/2áéíóúüñ¿¡áé⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	PASS	23.5	106.1	391.6	379.4	674.4	485.5	8.8	world-badge:배치 판정	0			3	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/배치 유령 · object.camp-structures/배치 판정/안내 문구	⟦⟦Cámpfíréá⟧/Válíd Plácéméñtáéíóúü⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	PASS	17.0	52.5	258.8	277.8	480.4	330.3	12.6	world-badge:증축 계획 지점 안내	0			2	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/현장형 창고·증축 계획 지점 placeholder/증축 계획 지점 안내/안내 문구	⟦Fácílítíés · Éxpáñsíóñáéíóúüñ⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	PASS	23.4	107.7	776.2	323.6	1165.9	431.3	11.9	world-badge:호환 건설 구역 안내	0			3	x=487.1,y=224.0,w=85.4,h=152.6	x=0.0,y=183.1,w=1280.0,h=81.8	0.0000	0.0000	none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/호환 건설 구역 안내/안내 문구	⟦Géñérál Fácílíty Gróúñd/0.5m Flóór Sñápáéíóúüñ¿¡áéíóúü⟧
